timestamp,hostname,processor,cpu_count,power_method,board_size,num_positions,iterations,trial_num,total_latency_ms,total_power_mw,total_energy_uj,tree_size,selection_latency_ms,selection_power_mw,selection_energy_uj,selection_percent,expansion_latency_ms,expansion_power_mw,expansion_energy_uj,expansion_percent,simulation_latency_ms,simulation_power_mw,simulation_energy_uj,simulation_percent,backpropagation_latency_ms,backpropagation_power_mw,backpropagation_energy_uj,backpropagation_percent
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,5,25,1000,1,3.001579,148407.887981,445457.999998,1000,0.547632,153284.468083,83943.479825,18.844309,1.139951,153284.468083,174736.782676,39.226320,1.195574,153284.468083,183262.924644,41.140338,0.022930,153284.468083,3514.812853,0.789034
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,5,25,1000,2,2.706490,168252.977104,455375.000001,1000,0.545505,174327.573139,95096.562785,20.883132,0.886834,174327.573139,154599.618997,33.949958,1.157936,174327.573139,201860.172730,44.328339,0.021905,174327.573139,3818.645490,0.838572
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,5,25,1000,3,2.516661,119255.235410,300125.000002,1000,0.528618,123857.529073,65473.319304,21.815350,0.788411,123857.529073,97650.638354,32.536656,1.084315,123857.529073,134300.576637,44.748214,0.021803,123857.529073,2700.465706,0.899780
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,5,25,1000,4,2.387427,190521.427462,454856.000000,1000,0.533675,198300.873629,105828.218734,23.266313,0.678170,198300.873629,134481.703469,29.565775,1.060390,198300.873629,210276.263387,46.229194,0.021532,198300.873629,4269.814411,0.938718
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,5,25,1000,5,2.555896,115728.887248,295791.000000,1000,0.533811,120131.344351,64127.433059,21.679981,0.738082,120131.344351,88666.782901,29.976160,1.168474,120131.344351,140370.352459,47.455924,0.021863,120131.344351,2626.431582,0.887935
2025-11-13 21:19:03,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,9,81,5000,1,67.361454,127474.029881,8586835.999999,5000,7.357925,128336.562135,944290.798946,10.996959,8.814760,128336.562135,1131255.994444,13.174305,50.613571,128336.562135,6495571.699508,75.645694,0.122471,128336.562135,15717.507101,0.183042
2025-11-13 21:19:04,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,9,81,5000,2,62.221230,128716.661500,8008909.000000,5000,7.323510,129662.934224,949587.795417,11.856644,4.548253,129662.934224,589739.829572,7.363548,49.774511,129662.934224,6453909.145814,80.584124,0.120869,129662.934224,15672.229197,0.195685
2025-11-13 21:19:04,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,9,81,5000,3,63.429986,125217.621836,7942552.000000,5000,7.398465,126120.838518,933100.609546,11.748121,4.641156,126120.838518,585346.486413,7.369753,50.813809,126120.838518,6408680.199371,80.687922,0.122301,126120.838518,15424.704672,0.194203
2025-11-13 21:19:04,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,9,81,5000,4,64.064527,138801.305752,8892240.000001,5000,7.539419,139816.872828,1054137.987519,11.854583,4.919648,139816.872828,687849.798774,7.735394,51.029684,139816.872828,7134810.838273,80.236373,0.110440,139816.872828,15441.375435,0.173650
2025-11-13 21:19:04,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,9,81,5000,5,64.228547,138933.611561,8923504.000002,5000,7.552302,139920.549750,1056722.247715,11.842010,5.228903,139920.549750,731630.982348,8.198920,50.874222,139920.549750,7118349.110325,79.770784,0.120080,139920.549750,16801.659614,0.188285
2025-11-13 21:19:04,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,13,169,7500,1,350.137762,143224.006213,50148132.999999,7500,18.674322,143502.454148,2679811.036547,5.343790,14.863559,143502.454148,2132957.193872,4.253313,315.732815,143502.454148,45308433.807512,90.349194,0.187669,143502.454148,26930.962067,0.053703
2025-11-13 21:19:04,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,13,169,7500,2,343.046847,139212.549008,47756426.000000,7500,18.466515,139489.420874,2575883.482904,5.393795,10.422212,139489.420874,1453788.316102,3.044173,313.297621,139489.420874,43701703.714368,91.509578,0.179587,139489.420874,25050.486626,0.052455
2025-11-13 21:19:05,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,13,169,7500,3,347.916299,148640.515402,51714458.000002,7500,19.349456,148936.308145,2881836.541257,5.572594,11.609227,148936.308145,1729035.409799,3.343427,316.033465,148936.308145,47068857.527422,91.016825,0.233177,148936.308145,34728.521524,0.067154
2025-11-13 21:19:05,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,13,169,7500,4,352.255238,139531.761910,49150793.999997,7500,20.139256,139810.093173,2815671.257790,5.728638,12.172588,139810.093173,1701850.662433,3.462509,318.999339,139810.093173,44599327.307633,90.739790,0.242792,139810.093173,33944.772142,0.069063
2025-11-13 21:19:06,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,13,169,7500,5,360.219446,160938.388096,57973137.000001,7500,21.615064,161258.752814,3485618.262633,6.012471,14.553411,161258.752814,2346864.907048,4.048194,323.125521,161258.752814,52106818.518804,89.880971,0.209820,161258.752814,33835.311515,0.058364
2025-11-13 21:19:07,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,19,361,10000,1,1135.327089,149437.745865,169660721.000000,10000,66.408831,149569.304825,9932722.686897,5.854462,33.543156,149569.304825,5017026.524549,2.957094,1033.878273,149569.304825,154636454.566059,91.144523,0.498212,149569.304825,74517.222495,0.043921
2025-11-13 21:19:08,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,19,361,10000,2,1091.433685,135143.095753,147499726.999999,10000,64.707370,135262.576487,8752485.583872,5.933900,21.743910,135262.576487,2941137.289493,1.993995,1003.556308,135262.576487,135743611.869459,92.029738,0.462007,135262.576487,62492.257175,0.042368
2025-11-13 21:19:09,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,19,361,10000,3,1103.228430,142127.649847,156799264.000001,10000,65.791615,142258.081750,9359388.945117,5.969026,28.408943,142258.081750,4041401.735717,2.577437,1007.558106,142258.081750,143333283.410947,91.411962,0.458251,142258.081750,65189.908220,0.041575
2025-11-13 21:19:10,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,19,361,10000,4,1099.496048,142552.307746,156735699.000001,10000,62.742850,142690.522864,8952810.072502,5.712043,24.994574,142690.522864,3566488.832833,2.275480,1010.190340,142690.522864,144144587.807153,91.966660,0.503273,142690.522864,71812.287514,0.045817
2025-11-13 21:19:11,tr220-dt01.egr.duke.edu,AMD Ryzen Threadripper PRO 5945WX 12-Cores,1,RAPL,19,361,10000,5,1094.774275,141554.348270,154970058.999999,10000,62.698401,141687.557116,8883583.272782,5.732451,27.757392,141687.557116,3932877.064397,2.537830,1002.797478,141687.557116,142083924.940109,91.684759,0.491742,141687.557116,69673.722711,0.044959
