timestamp,hostname,processor,cpu_count,power_method,board_size,num_positions,iterations,trial_num,total_latency_ms,total_power_mw,total_energy_uj,tree_size,selection_latency_ms,selection_power_mw,selection_energy_uj,selection_percent,expansion_latency_ms,expansion_power_mw,expansion_energy_uj,expansion_percent,simulation_latency_ms,simulation_power_mw,simulation_energy_uj,simulation_percent,backpropagation_latency_ms,backpropagation_power_mw,backpropagation_energy_uj,backpropagation_percent
2025-11-13 22:03:22,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,9,81,5000,4,43.548678,300000.000000,13064603.400000,5000,4.001460,302730.924378,1211365.684661,9.272120,4.624458,302730.924378,1399966.445086,10.715721,34.397699,302730.924378,10413247.214741,79.705804,0.132210,302730.924378,40024.055512,0.306355
2025-11-13 22:03:22,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,9,81,5000,5,42.938991,300000.000000,12881697.300000,5000,3.965158,302711.695020,1200299.699203,9.317869,4.274539,302711.695020,1293952.946120,10.044895,34.180924,302711.695020,10346965.441396,80.322998,0.133722,302711.695020,40479.213281,0.314238
2025-11-13 22:03:22,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,13,169,7500,1,288.474680,300000.000000,86542404.000000,7500,9.741080,300644.076781,2928598.003451,3.384004,11.484927,300644.076781,3452875.274813,3.989807,266.423331,300644.076781,80098596.381433,92.554162,0.207336,300644.076781,62334.340303,0.072028
2025-11-13 22:03:23,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,13,169,7500,2,280.452994,300000.000000,84135898.200000,7500,9.906352,300668.020496,2978523.246180,3.540134,7.448031,300668.020496,2239384.737365,2.661628,262.284507,300668.020496,78860563.526544,93.729984,0.190997,300668.020496,57426.689911,0.068255
2025-11-13 22:03:23,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,13,169,7500,3,278.864135,300000.000000,83659240.500000,7500,9.946454,300631.831719,2990220.685130,3.574286,7.245809,300631.831719,2178320.831957,2.603802,260.890270,300631.831719,78431919.747807,93.751652,0.195519,300631.831719,58779.235106,0.070260
2025-11-13 22:03:23,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,13,169,7500,4,285.281943,300000.000000,85584582.900000,7500,9.719663,300629.516745,2922017.590611,3.414187,7.162230,300629.516745,2153177.743715,2.515848,267.605956,300629.516745,80450249.230288,94.000866,0.196715,300629.516745,59138.335386,0.069099
2025-11-13 22:03:23,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,13,169,7500,5,282.647268,300000.000000,84794180.400000,7500,9.659148,300639.815363,2903924.471281,3.424674,7.179099,300639.815363,2158322.997831,2.545367,265.020314,300639.815363,79675658.268329,93.963593,0.187183,300639.815363,56274.662559,0.066366
2025-11-13 22:03:25,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,19,361,10000,1,1186.815136,300000.000000,356044540.800000,10000,27.708711,300222.383074,8318775.248336,2.336442,23.305473,300222.383074,6996824.642733,1.965154,1134.618804,300222.383074,340637961.217742,95.672850,0.303041,300222.383074,90979.691189,0.025553
2025-11-13 22:03:26,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,19,361,10000,2,1180.570206,300000.000000,354171061.800000,10000,27.175283,300222.985913,8158644.605290,2.303589,23.902085,300222.985913,7175955.328245,2.026127,1128.309687,300222.985913,338744503.265657,95.644320,0.306301,300222.985913,91958.600808,0.025964
2025-11-13 22:03:27,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,19,361,10000,3,1179.585856,300000.000000,353875756.800000,10000,26.890344,300224.014442,8073127.025419,2.281345,24.128623,300224.014442,7243992.060029,2.047044,1127.383214,300224.014442,338467514.322137,95.645861,0.303518,300224.014442,91123.392416,0.025750
2025-11-13 22:03:28,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,19,361,10000,4,1187.768399,300000.000000,356330519.700000,10000,27.227606,300221.205826,8174304.705086,2.294023,24.126329,300221.205826,7243235.584544,2.032729,1135.257659,300221.205826,340828423.308633,95.649518,0.281646,300221.205826,84556.101736,0.023730
2025-11-13 22:03:29,smc4,Intel(R) Xeon(R) Platinum 8462Y+,4,TDP,19,361,10000,5,1188.252794,300000.000000,356475838.200000,10000,27.554554,300222.997007,8272510.783084,2.320637,24.134900,300222.997007,7245852.010475,2.032635,1135.398431,300222.997007,340872719.752379,95.622952,0.282309,300222.997007,84755.654062,0.023776
